#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
0	48586	214	524	171	140	257	250	158	137	176	147	784	141	122	3155	94	141	115	4938	127
1	0	3504	218	83	101	40	1102	45	63	69	294	24	58	62	50	27	63	40	52	705
2	0	0	2336	87	57	77	75	22	102	47	69	146	48	59	91	55	45	35	491	394
3	0	0	0	5641	87	88	57	31	1260	396	152	50	41	146	35	387	1468	336	43	429
4	0	0	0	0	3328	95	147	223	165	626	97	60	135	1019	69	38	43	74	48	74
5	0	0	0	0	0	2602	20	61	60	570	94	849	305	172	83	72	140	51	100	50
6	0	0	0	0	0	0	5112	202	39	75	108	28	112	32	155	37	41	42	55	109
7	0	0	0	0	0	0	0	3297	26	322	48	38	106	55	138	22	22	11	32	37
8	0	0	0	0	0	0	0	0	5330	96	92	55	33	675	32	394	443	1842	43	405
9	0	0	0	0	0	0	0	0	0	5097	138	66	60	650	59	152	254	156	41	117
10	0	0	0	0	0	0	0	0	0	0	4004	67	172	109	44	234	757	228	48	413
11	0	0	0	0	0	0	0	0	0	0	0	2580	409	56	225	29	37	22	521	25
12	0	0	0	0	0	0	0	0	0	0	0	0	2024	28	272	37	35	25	53	47
13	0	0	0	0	0	0	0	0	0	0	0	0	0	4308	46	148	155	740	34	119
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4043	16	21	17	283	45
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8999	2605	3989	22	229
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6788	1156	33	155
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9024	29	145
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3288	35
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5105
