#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
0	48165	14	98	1	10	28	23	4	1	1	3	215	24	3	1805	0	0	0	2500	5
1	0	3703	113	9	19	2	640	6	12	16	163	7	11	5	7	2	6	2	4	447
2	0	0	2439	15	23	54	10	1	44	6	12	68	14	7	21	25	5	2	323	227
3	0	0	0	5785	10	10	3	4	686	216	27	1	2	20	0	188	850	121	0	189
4	0	0	0	0	3614	25	46	139	28	388	29	20	58	645	10	2	3	9	4	22
5	0	0	0	0	0	2810	4	32	12	368	23	556	230	65	15	18	43	6	22	5
6	0	0	0	0	0	0	5287	117	0	8	24	1	62	4	54	0	0	0	5	24
7	0	0	0	0	0	0	0	3507	0	182	13	4	42	5	29	0	0	0	3	0
8	0	0	0	0	0	0	0	0	5584	9	12	7	0	464	2	134	182	1381	1	189
9	0	0	0	0	0	0	0	0	0	5266	46	11	19	428	3	10	77	22	2	28
10	0	0	0	0	0	0	0	0	0	0	4231	4	91	27	1	108	451	111	3	282
11	0	0	0	0	0	0	0	0	0	0	0	2797	288	8	65	0	3	0	396	4
12	0	0	0	0	0	0	0	0	0	0	0	0	2171	7	187	0	0	0	22	9
13	0	0	0	0	0	0	0	0	0	0	0	0	0	4664	2	46	24	463	1	17
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4541	0	0	0	107	1
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9157	2059	2751	0	76
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7008	587	2	18
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9362	0	15
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4365	1
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5252
