#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
0	47185	14	182	1	12	33	24	4	1	1	5	376	28	3	2485	0	0	2	4068	6
1	0	3491	141	9	18	2	903	7	13	15	188	8	13	6	8	2	7	2	2	590
2	0	0	2326	19	22	51	11	1	41	6	14	88	13	8	26	27	5	2	386	282
3	0	0	0	5491	10	14	3	3	922	240	27	1	2	19	0	210	1053	148	0	231
4	0	0	0	0	3407	27	59	168	52	466	29	21	65	904	14	3	3	11	3	14
5	0	0	0	0	0	2649	3	29	15	439	21	727	254	79	15	22	39	6	33	7
6	0	0	0	0	0	0	5126	129	0	10	33	1	68	4	62	0	0	0	5	26
7	0	0	0	0	0	0	0	3445	0	272	13	4	36	6	30	0	0	0	3	0
8	0	0	0	0	0	0	0	0	5209	10	14	7	0	533	2	184	247	1510	1	218
9	0	0	0	0	0	0	0	0	0	5108	42	10	25	454	3	8	102	25	4	36
10	0	0	0	0	0	0	0	0	0	0	4101	4	113	29	1	138	592	138	5	305
11	0	0	0	0	0	0	0	0	0	0	0	2598	346	7	85	1	6	0	431	5
12	0	0	0	0	0	0	0	0	0	0	0	0	2079	8	225	0	0	0	27	11
13	0	0	0	0	0	0	0	0	0	0	0	0	0	4411	2	57	26	577	3	18
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4075	0	0	0	135	1
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8695	2226	3490	0	95
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6588	744	2	18
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8817	0	14
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3276	2
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5073
