#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59
0	1315	2	111	5	57	903	17	2	5	452	16	4	7	6	11	9	4	2	4	391	10	6	10	5	4	8	6	4	1	4	3	8	6	8	4	145	26	235	10	1	14	1458	61	6	9	4	12	15	7	1	3	20	2	46	9	9	10	9	5	2
1	0	559	2	11	4	3	7	5	23	1	1	1	13	92	7	6	14	12	54	8	11	297	22	16	5	11	9	73	9	5	0	1	43	4	32	5	6	0	21	1	2	9	4	5	20	2	1	4	5	10	30	8	4	3	19	5	74	68	11	3
2	0	0	1017	8	263	212	8	4	6	97	152	11	14	4	12	7	18	1	1	101	21	4	14	9	4	1	13	7	2	10	14	14	3	5	8	35	427	181	10	11	4	163	57	10	8	5	167	9	5	7	6	6	0	14	13	61	6	7	6	2
3	0	0	0	949	5	15	9	66	14	1	3	1	11	28	43	2	34	6	5	6	14	9	181	5	171	16	5	10	10	294	2	1	7	6	9	3	7	0	331	2	1	6	3	13	37	64	0	2	42	5	27	5	1	3	41	9	9	6	20	146
4	0	0	0	0	630	96	8	2	3	85	21	1	6	15	10	6	6	7	1	44	87	1	14	19	2	14	9	11	8	8	2	5	1	5	12	6	326	26	26	2	1	69	13	1	8	3	4	7	2	1	13	2	2	12	2	45	11	7	5	0
5	0	0	0	0	0	18175	16	30	17	262	28	25	36	27	22	88	49	15	16	7848	36	18	42	7	17	32	21	7	12	18	27	84	19	48	42	156	80	624	20	6	39	11918	418	9	23	17	39	63	13	20	18	55	12	112	25	23	41	37	20	10
6	0	0	0	0	0	0	363	8	69	7	3	2	29	7	6	8	5	15	14	12	6	9	3	2	11	16	20	2	8	4	1	4	58	3	19	13	6	1	29	3	3	10	6	146	12	11	3	31	3	4	0	105	0	25	13	31	5	15	6	14
7	0	0	0	0	0	0	0	4318	40	0	6	1	16	112	10	9	6	17	9	7	6	22	14	5	1419	192	6	45	63	29	3	1	12	1	463	2	4	4	27	3	2	19	4	51	448	900	7	6	1275	4	27	4	2	4	92	5	9	33	1443	54
8	0	0	0	0	0	0	0	0	1741	2	8	0	14	19	12	4	8	139	95	10	5	46	5	4	25	16	8	7	17	20	0	1	243	1	27	4	4	0	13	2	3	6	4	100	33	16	5	10	26	5	7	53	0	17	62	62	8	75	24	6
9	0	0	0	0	0	0	0	0	0	637	4	0	4	3	5	5	6	2	1	109	6	4	3	2	2	6	5	3	4	5	0	10	3	1	5	93	13	37	5	1	3	210	24	5	4	5	4	6	0	1	1	8	0	123	3	25	5	4	0	1
10	0	0	0	0	0	0	0	0	0	0	980	16	16	7	17	5	27	2	5	22	59	5	14	118	8	7	24	15	11	6	5	17	14	14	6	11	263	19	11	45	4	28	16	11	7	6	151	13	5	7	17	7	1	2	7	22	22	6	3	2
