family	coverage
all	0.806516
median	0.791872
mean	0.771770
std	0.120624
igcon	0.1
RING	0.166666666667
Cyclotide	0.222222222222
ets	0.28125
Rotamase	0.304347826087
RA	0.307692307692
HMG_box	0.318181818182
Thr_dehydrat_C	0.352941176471
PAN	0.363636363636
igC2	0.375
BIR	0.375
TIL	0.384615384615
5_3_exonuclease	0.388235294118
sh3	0.388888888889
linker_histone	0.4
PNTB	0.40243902439
MM_CoA_mutase	0.414634146341
SUI1	0.416666666667
RhoGEF	0.416666666667
UBX	0.416666666667
eIF-1a	0.425
MBD	0.425
toxin	0.4375
PKD	0.454545454545
PCI_1	0.463414634146
egf	0.466666666667
DAP_epimerase	0.475
Ribosomal_S15	0.477272727273
hr	0.481481481481
DUF153	0.490909090909
PyrI	0.5
FN2	0.5
MMOB	0.5
bowman	0.5
Arthro_defensin	0.5
Filamin	0.5
CopC	0.506666666667
PX	0.510204081633
LIM	0.512820512821
CBD_6	0.513157894737
Staphylokinase	0.515151515152
igps	0.519230769231
KH	0.52
seatoxin	0.521739130435
EGF_Lam	0.526315789474
spidertoxin	0.526315789474
UPF0033	0.526315789474
DISIN	0.529411764706
CAP_GLY	0.530612244898
Bac_DNA_binding	0.531914893617
CARD	0.533333333333
Cys_knot	0.534246575342
ghf28	0.537931034483
ISP	0.545454545455
RrnaAD	0.548148148148
plantltp	0.549295774648
ccH	0.552631578947
Glyco_hydro_2_N	0.553846153846
acyo	0.554054054054
TPK_B1_binding	0.555555555556
GHMP_kinases_C	0.555555555556
PH	0.555555555556
PBP_GOBP	0.558823529412
pili_assembly	0.559139784946
Peripla_BP_2	0.560344827586
HMA	0.5625
Amidase_2	0.5625
Sua5_yciO_yrdC	0.563106796117
NusB	0.565789473684
ARID	0.566666666667
Alpha_adaptinC2	0.566666666667
Cys-protease-3C	0.571428571429
internalin	0.571428571429
OMPdecase	0.573170731707
cdh	0.576923076923
SAM_PNT	0.578947368421
tRNA-synt_1_edit	0.58024691358
pp	0.583333333333
Ribosomal_L2_C	0.583333333333
CcmE	0.583333333333
PABP	0.588235294118
phero	0.588235294118
UcrQ	0.588235294118
Usp	0.58904109589
mthina	0.590909090909
GAF	0.591836734694
CAT_RBD	0.59375
tRNA-synt_1d_N	0.596774193548
Histidine_kinase	0.6
BRCT	0.6
CIDE-N	0.6
Sec7	0.6
PBD	0.6
Fimbrial	0.6
FHA	0.608695652174
LDLa	0.611111111111
toxin_2	0.611111111111
TFIIS	0.611111111111
SRP19	0.612244897959
PDGF	0.613636363636
sialidase_N	0.613861386139
ATP-synt	0.614864864865
Antifreeze	0.618181818182
DUF101	0.622950819672
pnp	0.623655913978
cyt5	0.625
LEM	0.625
igI	0.625
PHBH	0.627027027027
MGS	0.627118644068
fkbp	0.628571428571
biotin_lipoyl	0.630434782609
RNA_pol_H	0.630434782609
Uricase	0.631578947368
Fork_head	0.631578947368
SpoU_methylase_N	0.633333333333
IF4E	0.633333333333
PyrI_NC	0.633802816901
RNA_pol_K	0.634146341463
Peptidase_S15_C	0.635135135135
Isochorismatase	0.635514018692
VPR	0.636363636364
Activin_recp	0.636363636364
lacI	0.638888888889
blmb	0.638888888889
DnaJ	0.638888888889
Agglutinin	0.64
myb_DNA-binding	0.64
ACT	0.64
Lyase_8_C	0.642857142857
DNA_ligase	0.642857142857
LBP_BPI_CETP	0.642857142857
mutT	0.642857142857
igV	0.644444444444
MutS_C	0.644736842105
HSP20	0.647058823529
rvintegrase	0.647887323944
UreE	0.648148148148
GLUCAGON	0.65
integrase	0.65
SCP	0.650793650794
SLT	0.651515151515
PBP	0.652173913043
LysR_substrate	0.652542372881
Bet_v_I	0.654676258993
ANATO	0.655172413793
EF1BD	0.658227848101
Mu_DNA_bind	0.659090909091
cystatin	0.660377358491
EPSP_syntase	0.663414634146
DHDPS	0.665384615385
PTB	0.666666666667
mthinb	0.666666666667
isoamylase_N	0.666666666667
neurotox	0.666666666667
FAD_binding_4	0.666666666667
HSF_DNA-bind	0.666666666667
chromo	0.666666666667
GBP_PSP	0.666666666667
tRNA_bind	0.666666666667
SAM_decarbox	0.666666666667
cat3	0.666666666667
PARATHYROID	0.666666666667
Tymo_coat	0.668874172185
Topoisomerase_I_core	0.670886075949
His_biosynth	0.672
hormone5	0.673076923077
CN_hydrolase	0.673202614379
actin	0.673267326733
bv	0.673469387755
pot	0.675
Peptidase_S9	0.675159235669
FolB	0.675675675676
GHMP_kinases	0.676056338028
Alpha_adaptinC12	0.676470588235
Mur_ligase	0.677419354839
CUB	0.67816091954
bontoxilysin	0.678861788618
DNA_pol3_beta	0.679012345679
Binary_toxA	0.679611650485
CoA_trans	0.6796875
protg	0.68085106383
trfl	0.681222707424
OTCace	0.682926829268
Peptidase_S15	0.682926829268
Lyase_8_N	0.683168316832
hip	0.684210526316
SIR2	0.684210526316
PCMT	0.686567164179
int	0.686567164179
Ribosomal_L2	0.688172043011
HIT	0.688524590164
STAS	0.688888888889
ghf2	0.688888888889
Fe_Asc_oxidored	0.689075630252
fibrinogen_C	0.689265536723
L15	0.689655172414
Cytidylyl_trans	0.689655172414
Spermine_synth	0.690058479532
Cu_amine_oxid	0.691415313225
laminin_G	0.691489361702
IF3	0.692307692308
AMP-binding	0.692307692308
Lyase_8_NC	0.692722371968
adeno_fiber	0.692857142857
gtp	0.69298245614
Recep_L_domain	0.69387755102
Cucumo_coat	0.694444444444
Arg_repressor_N	0.695652173913
SAP	0.695652173913
TonB_dep_Rec	0.695652173913
scorptoxin	0.696428571429
Levi_coat	0.697368421053
alpha-amylase_N	0.697368421053
rhv	0.697435897436
Glyco_hydro_20b	0.698113207547
FA58C	0.698113207547
RNA_pol_A_bac	0.698717948718
TIMP	0.699029126214
S_T_dehydratase	0.7
cbm12	0.7
C1	0.7
RNA_dep_RNA_pol	0.700680272109
cNMP	0.701492537313
Ribosomal_L4	0.701492537313
FAD_binding_5	0.701492537313
tRNA-synt_2d	0.701492537313
RNase_U2	0.701612903226
GATase	0.702702702703
Peptidase_C2_D1	0.703225806452
aconitase	0.703389830508
GA	0.703703703704
Ribosomal_L22	0.704225352113
Peptidase_S15_N	0.704545454545
Peptidase_M16	0.705501618123
DUF170	0.705882352941
asprs	0.706730769231
Asn_synthase_NC	0.707317073171
Glyco_transf_8	0.708333333333
il8	0.709090909091
ghf7	0.711009174312
GATA	0.711111111111
TPK	0.712328767123
FAA_hydrolase	0.7125
Asp_Glu_race_D	0.714285714286
dsrm	0.714285714286
pp-binding	0.714285714286
VAT-Nc	0.714285714286
hpr	0.714285714286
SRP54	0.715053763441
AP_endonucleas1	0.715447154472
Gly_radical	0.715846994536
Fz	0.715909090909
Sec23_NC	0.716049382716
Aldolase_II	0.716312056738
lipocalin	0.716666666667
HTH_AraC	0.716981132075
MIP	0.717647058824
S_100	0.717948717949
fer2	0.717948717949
Flavin_Reduct	0.718309859155
P	0.71875
Colicin_Pyocin	0.71875
Peptidase_S24	0.71875
RNA_pol_N	0.72
gln-synt_N	0.721518987342
Penicil_amidase	0.72197309417
CBD_2	0.722222222222
Amino_oxidase	0.722513089005
Dala_Dala_ligas_C	0.724137931034
cpn10	0.724137931034
DEATH	0.724137931034
Phage_integrase	0.724137931034
ghf46	0.724409448819
SSB	0.725
Pectinesterase	0.725352112676
cryst	0.725490196078
ghf9	0.725663716814
transketolase	0.725925925926
PGI	0.72602739726
Cytochrome_C1_N	0.726618705036
Anperoxidase	0.726890756303
Glyco_hydro_2	0.727272727273
DHOdehase	0.727272727273
RhoGAP	0.727272727273
UPF0044	0.727272727273
Glyco_hydro_18_D2	0.727272727273
Phage_G	0.727272727273
Thioesterase	0.728395061728
EFG_IV	0.728813559322
pec_lyase	0.728971962617
Ribosomal_L30	0.729166666667
Endonuclease_3	0.729323308271
EFTU_2	0.72972972973
Dwarfin	0.729927007299
Rho_GDI	0.73
CBD_3	0.730158730159
ribokinase	0.730263157895
LuxS	0.730337078652
Peptidase_S21	0.730337078652
Invasin	0.732142857143
Lyase_8	0.732394366197
ghf33	0.732954545455
WW	0.733333333333
NMT	0.733727810651
hemopexin	0.734104046243
AP_endonuc_2	0.734375
Hint	0.734375
DNA_polymeraseX	0.734693877551
Amino_oxidase_D2	0.734693877551
Transglutamin_N	0.734693877551
tryp_alpha_amyl	0.734693877551
MutS_D2	0.734693877551
Extradiol_dioxy	0.735294117647
thiolase	0.735294117647
ngf	0.735632183908
RGS	0.735849056604
Haloperoxidase	0.736111111111
Sulfotransfer	0.736263736264
RNA_pol_A_CTD	0.736842105263
planttoxin	0.736842105263
QRPTase	0.736842105263
tubulin	0.737160120846
EFTU_C	0.738095238095
G6PD	0.738317757009
VAT-N	0.738461538462
GSH_synth_ATP	0.738738738739
HLH	0.739130434783
kex	0.739361702128
GFO_IDH_MocA	0.739726027397
trp_syntA	0.740540540541
tRNA-synt_1b	0.741176470588
Acetyltransf	0.741379310345
B_lectin	0.741573033708
CPSase_L_chain	0.741935483871
isoamylase_NC	0.741935483871
DegT_DnrJ_EryC1	0.7421875
Peptidase_M24	0.74251497006
Pyridox_oxidase	0.742574257426
dpb	0.743083003953
pcd	0.743243243243
TmpK	0.743243243243
SET	0.743421052632
Sm	0.74358974359
ABC_tran	0.74358974359
Asp_Glu_race	0.744186046512
CC4	0.744680851064
Cytidylyltransf	0.744680851064
rnh	0.744897959184
fer4_NifH	0.745019920319
Ribosomal_L5_NC	0.745098039216
alk_phosphatase	0.74537037037
APC10	0.745762711864
Lum_binding	0.746478873239
sdr	0.747252747253
Bcl-2	0.747474747475
pdc	0.747474747475
Ribosomal_L6	0.747572815534
TMV_coat	0.748031496063
tRNA-synt_1d_M	0.748571428571
Dala_Dala_ligas	0.748815165877
ALAD	0.748815165877
PotD	0.748953974895
PTS_EIIA_2	0.75
Asn_synthase	0.75
ghf10	0.75
msb	0.75
Arg_repressor_C	0.75
FN1	0.75
EFG_C	0.75
formyl_transf	0.75
Transglutamin_C	0.75
PCNA	0.75
Terpene_synth_N	0.75
N6_N4_Mtase	0.75
Methyltransf_2	0.75117370892
CPS	0.75138121547
G6PD_NC	0.752293577982
G6PD_C	0.752577319588
E2_N	0.752577319588
Ala_racemase_N	0.753424657534
Topoisom_bac	0.753521126761
HGTP_anticodon	0.754098360656
MutS_NC	0.754617414248
avi	0.755555555556
Rhodanese	0.755555555556
Nitrophorin	0.75572519084
INTERFERON_A_B_D	0.755813953488
Glyco_transf_28	0.756302521008
uce	0.756302521008
SIS	0.757142857143
PSI_PsaE	0.757575757576
Ribosomal_L2_N	0.757575757576
Furin-like	0.757575757576
ALBUMIN	0.7578125
Ribonuclease_P	0.758620689655
ghf34	0.759036144578
Plectin	0.75974025974
capsid_n	0.76
Amino_oxidase_D1	0.760330578512
kunitz	0.760869565217
eIF-5a	0.760869565217
sti	0.760869565217
ghf18	0.761111111111
Exonuclease	0.761194029851
GSH_synthase_NC	0.76124567474
Peptidase_S11	0.761904761905
PDZ	0.761904761905
KAS	0.76245210728
AFOR	0.762527233115
MutS_N	0.762711864407
Alpha_adaptin_C	0.763636363636
oat	0.763837638376
HMG-CoA_red	0.764285714286
CH	0.764705882353
phycoerythr_ab	0.764705882353
Cu-oxidase	0.765182186235
TIR	0.765625
MM_CoA_mutase_N	0.766081871345
Cytochrome_C1	0.766304347826
tRNA-synt_1	0.766509433962
dCMP_cyt_deam	0.767123287671
malt_amylase_NC	0.76724137931
oxidored_FMN	0.767857142857
tcl1_mtcp1	0.768115942029
cyclin	0.76875
e3	0.769230769231
zf-CCHH	0.769230769231
START	0.769230769231
Epimerase	0.77027027027
abhydrolase_2	0.770833333333
PPTA	0.771084337349
DNA_topoisoIV	0.771844660194
SAICAR_synt	0.771929824561
FAD_binding	0.772413793103
tRNA-synt_1d	0.772727272727
FAD-oxidase_C	0.773109243697
Sulfatase	0.773109243697
arrestin_C	0.773722627737
DNA_pol_B	0.77380952381
FAD-oxidase_NC	0.77380952381
proteasome	0.77380952381
Rib_hydrolayse	0.774390243902
AlaDh_PNT_D1	0.774509803922
citrate_synt	0.775330396476
DNA_mis_repair_M	0.775510204082
dutpase	0.775510204082
Astacin	0.775700934579
HTH_AraC_2	0.775700934579
LIF_OSM	0.776315789474
DNA_mis_repair_NM	0.776315789474
Transglutamin_NC	0.776595744681
CDC48	0.776595744681
TGT	0.776785714286
dpo1	0.776960784314
prenyltrans	0.777777777778
Chorismate_mut	0.777777777778
serpin	0.777777777778
bac_luciferase	0.778546712803
lyase_1	0.778606965174
YgbB	0.778846153846
gdh	0.779279279279
Ferrochelatase	0.779411764706
mle	0.780120481928
rvt	0.780303030303
Lipase_3	0.7805907173
Glyco_hydro_18_D1	0.781512605042
S-AdoMet_syntD3	0.781954887218
prt	0.782178217822
Urease_beta	0.782608695652
capsid_c	0.782608695652
Nitroreductase	0.78313253012
ModA	0.783950617284
Methyltransf_1	0.784090909091
lta	0.784090909091
Peptidase_M17	0.784172661871
GATase_2	0.784172661871
ung	0.784210526316
trans_reg_C	0.78431372549
reductases	0.784722222222
Ham1p_like	0.785046728972
Glu_synth_NTN	0.785256410256
malic_N	0.785714285714
7kD_DNA_binding	0.785714285714
GHMP_kinases_N	0.785714285714
PAH	0.785714285714
