family	coverage
all	0.539612
median	0.250000
mean	0.425573
std	0.434789
Inos-1-P_synth	0.0
Peripla_BP_2	0.0
Pro_CA	0.0
PTB	0.0
Cys_Met_Meta_PP	0.0
AFOR	0.0
DSBA	0.0
RNA_pol_A_bac	0.0
Glyco_hydro_18	0.0
plantltp	0.0
lacI	0.0
TPK_catalytic	0.0
PBP_GOBP	0.0
LuxS	0.0
Ribosomal_L7Ae	0.0
DNA_polymeraseX	0.0
hormone	0.0
hemery	0.0
NTP_transferase	0.0
ACPS	0.0
fibrinogen_C	0.0
Peptidase_M24	0.0
UcrQ	0.0
HMA	0.0
laminin_G	0.0
GTP_cyclohydroI	0.0
Transglutamin_NC	0.0
Lyase_8_C	0.0
rrm	0.0
DNA_pol_B	0.0
INTERFERON_A_B_D	0.0
malic_N	0.0
RNase_HII	0.0
Lyase_8_NC	0.0
Peptidase_S15_N	0.0
recA_C	0.0
Transglutamin_N	0.0
TPK_B1_binding	0.0
mmp	0.0
Syntaxin	0.0
ghf17	0.0
ghf15	0.0
Amidase	0.0
HCV_NS3	0.0
bv	0.0
Peptidase_C2_D1	0.0
PGM_PMM_NC	0.0
stpp	0.0
sialidase_N	0.0
GFO_IDH_MocA_NC	0.0
His_biosynth	0.0
Cu_amine_oxid	0.0
FAD_binding	0.0
Band_41_NME	0.0
MutS_D3	0.0
CCP_MauG	0.0
EFTU_C	0.0
Terpene_synth_NC	0.0
Peptidase_S15	0.0
Peptidase_S11	0.0
cytprime	0.0
transket_pyr	0.0
fer4_NifH	0.0
tRNA-synt_1_edit	0.0
EFTU_2	0.0
WH1	0.0
Haloperoxidase	0.0
Bcl-2	0.0
NO_synthase	0.0
Cucumo_coat	0.0
asprs	0.0
Flavoprotein	0.0
Plectin	0.0
cat	0.0
Inh	0.0
Ferrochelatase	0.0
DegT_DnrJ_EryC1	0.0
DPS	0.0
tRNA-synt_1d_N	0.0
Fe_dep_repress	0.0
tetR	0.0
BAG	0.0
taf	0.0
RNA_pol_H	0.0
Peptidase_C15	0.0
RNase_U2	0.0
RNA_pol_N	0.0
Trypan_glycop	0.0
Skp1	0.0
Peptidase_M16	0.0
PGI	0.0
gln-synt_N	0.0
eIF-1a	0.0
Fz	0.0
Epimerase	0.0
thymid_phosphorylase	0.0
dsrm	0.0
Arg_repressor_C	0.0
Lipoprotein_4	0.0
hormone_rec	0.0
ppase	0.0
SAICAR_synt	0.0
Antifreeze	0.0
Orbi_VP7	0.0
GSH_synthase_NC	0.0
