family	coverage
all	0.904618
median	0.902067
mean	0.884051
std	0.088406
CBS	0.0
CIDE-N	0.333333333333
mthinb	0.4
sh3	0.4
seatoxin	0.5
pp-binding	0.5
integrase	0.5
PARATHYROID	0.5
PBP_GOBP	0.55
BIR	0.555555555556
MMOB	0.5625
TPK_B1_binding	0.564102564103
pp	0.571428571429
RhoGEF	0.571428571429
mthina	0.571428571429
hormone5	0.575757575758
MM_CoA_mutase	0.578947368421
NusB	0.615384615385
SUI1	0.625
5_3_exonuclease	0.627450980392
ets	0.631578947368
igps	0.64
STAS	0.653846153846
acyo	0.655172413793
eIF-1a	0.65625
Ribosomal_L22	0.658536585366
PNTB	0.663366336634
RA	0.666666666667
CARD	0.666666666667
GLUCAGON	0.666666666667
ccH	0.666666666667
igI	0.666666666667
CBD_6	0.68
CBD_2	0.68
PABP	0.68085106383
HLH	0.684210526316
hr	0.684210526316
Filamin	0.684210526316
Transglutamin_N	0.685714285714
pot	0.692307692308
toxin_2	0.692307692308
RNA_pol_N	0.695652173913
igV	0.695652173913
PTB	0.69696969697
RrnaAD	0.698113207547
Glyco_hydro_2	0.7
Activin_recp	0.7
LEM	0.7
tRNA-synt_1_edit	0.705882352941
Pertussis_S2S3_N	0.710526315789
DISIN	0.714285714286
Mu_DNA_bind	0.714285714286
Ribosomal_S15	0.714285714286
LysR_substrate	0.717647058824
MBD	0.717948717949
ghf28	0.718181818182
RNA_pol_H	0.72
egf	0.724137931034
Fork_head	0.727272727273
BRCT	0.733333333333
HMG_box	0.736842105263
mutT	0.740740740741
Cys_knot	0.740740740741
Sua5_yciO_yrdC	0.743243243243
tRNA-synt_1d_N	0.745098039216
blmb	0.745098039216
OMPdecase	0.746031746032
hpr	0.746666666667
TonB_dep_Rec	0.748031496063
LIM	0.75
DAP_epimerase	0.75
igcon	0.75
GBP_PSP	0.75
UPF0033	0.75
FA58C	0.754901960784
KH	0.757575757576
SAM_PNT	0.757575757576
TPK	0.758064516129
dsrm	0.758620689655
MutS_C	0.76
PyrI	0.76
cNMP	0.761904761905
Bac_DNA_binding	0.761904761905
internalin	0.763157894737
PDGF	0.763157894737
RNase_U2	0.763636363636
ATP-synt	0.764925373134
PSI_PsaE	0.766666666667
PCI_1	0.769230769231
planttoxin	0.769230769231
Nitroreductase	0.771929824561
Invasin	0.772727272727
recombinase	0.772727272727
Isochorismatase	0.773333333333
Binary_toxA	0.773333333333
Haloperoxidase	0.773913043478
IF4E	0.774193548387
FHA	0.775
bowman	0.777777777778
cbm12	0.777777777778
PAN	0.777777777778
pnp	0.780821917808
PGM_PMM	0.783783783784
SRP19	0.783783783784
TFIIS	0.785714285714
linker_histone	0.785714285714
plantltp	0.787878787879
