family	coverage
all	0.779385
median	0.767342
mean	0.740329
std	0.132441
CBS	0.0
toxin	0.230769230769
mthinb	0.25
pp-binding	0.25
RING	0.25
Rotamase	0.263157894737
igcon	0.285714285714
ets	0.290322580645
sh3	0.323529411765
5_3_exonuclease	0.324675324675
DAP_epimerase	0.333333333333
Arthro_defensin	0.333333333333
CIDE-N	0.333333333333
internalin	0.344827586207
ACT	0.347826086957
MM_CoA_mutase	0.351351351351
igps	0.357142857143
eIF-1a	0.358974358974
PNTB	0.361963190184
HMG_box	0.368421052632
PCI_1	0.375
RhoGEF	0.380952380952
RNA_pol_N	0.391304347826
DISIN	0.4
RA	0.4
Filamin	0.40350877193
Ribosomal_S15	0.404761904762
LIM	0.405405405405
ccH	0.416666666667
PAN	0.421052631579
CopC	0.424657534247
mthina	0.428571428571
mutT	0.432432432432
CBD_6	0.442857142857
VAT-Nc	0.444444444444
TPK_B1_binding	0.450980392157
RrnaAD	0.453846153846
seatoxin	0.454545454545
PH	0.454545454545
CBD_2	0.454545454545
TIL	0.454545454545
SRP19	0.45652173913
DUF153	0.461538461538
STAS	0.463414634146
plantltp	0.463768115942
Sua5_yciO_yrdC	0.463917525773
MMOB	0.464285714286
Thr_dehydrat_C	0.466666666667
NusB	0.472222222222
igI	0.472222222222
Glyco_hydro_2_N	0.474576271186
Transglutamin_N	0.47619047619
BIR	0.47619047619
Transglutamin_C	0.478260869565
KH	0.479166666667
ghf28	0.481203007519
UBX	0.484848484848
PDGF	0.487804878049
Usp	0.492753623188
Cys_knot	0.492957746479
igC2	0.5
PABP	0.5
SUI1	0.5
Mu_DNA_bind	0.5
hr	0.5
cdh	0.5
DUF170	0.5
pot	0.5
CAP_GLY	0.5
Fimbrial	0.5
integrase	0.5
UPF0033	0.5
PARATHYROID	0.5
tRNA-synt_1_edit	0.506849315068
UcrQ	0.507462686567
PX	0.511111111111
CARD	0.512195121951
Uricase	0.513888888889
acyo	0.513888888889
Sec7	0.514084507042
PBP_GOBP	0.51724137931
Rhodanese	0.51724137931
pp	0.521739130435
HLH	0.52380952381
GAF	0.52380952381
TonB_dep_Rec	0.529411764706
Ribosomal_L22	0.529411764706
linker_histone	0.529411764706
phero	0.533333333333
Bac_DNA_binding	0.533333333333
OMPdecase	0.534246575342
SpoU_methylase_N	0.538461538462
WW	0.538461538462
igV	0.538461538462
Ribosomal_L2_C	0.54347826087
LBP_BPI_CETP	0.545454545455
e3	0.545454545455
ATP-synt	0.545774647887
LEM	0.548387096774
Peripla_BP_2	0.550458715596
DEFSN	0.555555555556
SAM_PNT	0.555555555556
RNA_pol_H	0.555555555556
DnaJ	0.558823529412
LysR_substrate	0.561403508772
LDLa	0.5625
EF1BD	0.564102564103
MBD	0.564102564103
Extradiol_dioxy	0.570552147239
C1	0.571428571429
squash	0.571428571429
Cyclotide	0.571428571429
kunitz	0.577777777778
DUF101	0.578947368421
VAT-N	0.578947368421
GLUCAGON	0.578947368421
hormone5	0.58
Tymo_coat	0.58
Isochorismatase	0.582524271845
egf	0.586206896552
Haloperoxidase	0.586466165414
Agglutinin	0.590909090909
Fe_Asc_oxidored	0.590909090909
CcmE	0.590909090909
L15	0.592592592593
IF4E	0.596153846154
EPSP_syntase	0.596858638743
FAD_binding_4	0.597402597403
GA	0.6
PKD	0.6
Activin_recp	0.6
pili_assembly	0.6
Peptidase_S9	0.601351351351
blmb	0.603174603175
Peptidase_S15_N	0.603305785124
ARID	0.603448275862
Cytidylyltransf	0.604651162791
hpr	0.605263157895
SLT	0.606557377049
Mur_ligase	0.607142857143
ATP-synt_DE_N	0.607843137255
recombinase	0.608695652174
tRNA-synt_1d_N	0.610169491525
PBD	0.611111111111
Cys-protease-3C	0.612903225806
P	0.612903225806
arrestin_C	0.614814814815
Lyase_8_C	0.615384615385
HSP20	0.615384615385
His_biosynth	0.618644067797
cNMP	0.619047619048
DHOdehase	0.61935483871
Staphylokinase	0.620689655172
Amidase_2	0.620689655172
biotin_lipoyl	0.622222222222
Histidine_kinase	0.622222222222
TIMP	0.622448979592
Ribosomal_L4	0.622950819672
Ribonuclease_P	0.623529411765
sialidase_N	0.625
ACPS	0.625
