family	coverage
all	0.626700
median	0.333333
mean	0.417915
std	0.403007
Sua5_yciO_yrdC	0.0
Inos-1-P_synth	0.0
Peripla_BP_2	0.0
Pro_CA	0.0
Dehydratase_LU	0.0
PTB	0.0
Cys_Met_Meta_PP	0.0
DSBA	0.0
Glyco_hydro_18	0.0
plantltp	0.0
lacI	0.0
TPK_catalytic	0.0
Ribosomal_L7Ae	0.0
hormone	0.0
NTP_transferase	0.0
CPSase_L_chain	0.0
fibrinogen_C	0.0
Peptidase_M24	0.0
laminin_G	0.0
Transglutamin_NC	0.0
rrm	0.0
Cohesin	0.0
malic_N	0.0
Ala_racemase_N	0.0
RNase_HII	0.0
Uricase	0.0
Transglutamin_N	0.0
Cytochrome_C1_N	0.0
tryp_alpha_amyl	0.0
Cytochrome_C1_C	0.0
ghf18	0.0
HCV_NS3	0.0
Peptidase_M17_N	0.0
Peptidase_C2_D1	0.0
stpp	0.0
SpoU_methylase_N	0.0
Band_41_NME	0.0
ARID	0.0
MutS_D3	0.0
CCP_MauG	0.0
EFTU_C	0.0
glnasn	0.0
Terpene_synth_NC	0.0
TrpBP	0.0
arrestin_NC	0.0
Peptidase_S21	0.0
cytprime	0.0
transket_pyr	0.0
Asp_Glu_race	0.0
FAD-oxidase_C	0.0
envelope	0.0
EFTU_2	0.0
Haloperoxidase	0.0
NO_synthase	0.0
Cucumo_coat	0.0
LDLa	0.0
Flavoprotein	0.0
Plectin	0.0
IF3	0.0
cat	0.0
myb_DNA-binding	0.0
Inh	0.0
CDC48	0.0
Ferrochelatase	0.0
DegT_DnrJ_EryC1	0.0
DPS	0.0
Fe_dep_repress	0.0
BAG	0.0
taf	0.0
Peptidase_C15	0.0
Seedstore_7s	0.0
gln-synt_N	0.0
LBP_BPI_CETP	0.0
eIF-1a	0.0
Epimerase	0.0
ACBP	0.0
Arg_repressor_N	0.0
RuBisCO_large_N	0.0
Lipoprotein_4	0.0
dNK	0.0
cyt5	0.0
Antifreeze	0.0
Orbi_VP7	0.0
SSB	0.0
dpo1	0.0
MHC_II_alpha_NC	0.0
CCP_MauG_NC	0.0
Clp_N	0.0
protg	0.0
Methyltransf_2	0.0
SAM	0.0
MCR_beta_N	0.0
apbact	0.0
GSH_synth_ATP	0.0
MoCF_biosynth	0.0
Transaldolase	0.0
pcd	0.0
PEP-utilizers_C	0.0
Dala_Dala_ligas	0.0
Ribosomal_S5	0.0
bromodomain	0.0
DAHP_synth_1	0.0
aakinase	0.0
SUI1	0.0
Asp_Glu_race_D	0.0
URO-D	0.0
EFG_C	0.0
adeno_fiber	0.0
Ribosomal_S8	0.0
MCR_alpha	0.0
STAS	0.0
Astacin	0.0
A2M_B	0.0
Orn_Arg_deC_NC	0.0
Glyco_hydro_20b	0.0
SNAP-25	0.0
FHA	0.0
KSI	0.0
igvar-l	0.0
cyto	0.0
cytc	0.0
Ribosomal_L30	0.0
PKD	0.0
histone	0.0
GATA	0.0
blmb	0.0
DHPS	0.0
HATPase_c	0.0
ech	0.0
Ribosomal_S5_N	0.0
eIF-5a	0.0
HSP20	0.0
FolB	0.0
Ribosomal_S7	0.0
Fe_hyd_lg_C	0.0
Arginosuc_synth	0.0
TyrKc	0.0
MGS	0.0
lta	0.0
Mu_DNA_bind	0.0
DNA_pol_B_exo	0.0
EF_TS	0.0
CH	0.0
RhoGEF	0.0
il10	0.0
trans_reg_C	0.0
UPP_synthetase	0.0
transketolase	0.0
IRF	0.0
tbpc	0.0
gpr	0.0
transketolase_PC	0.0
B	0.0
Recep_L_domain	0.0
MBD	0.0
ABC_tran	0.0
sugbp	0.0
CARD	0.0
Lyase_8	0.0
mthinb	0.0
sti	0.0
MHC_II_C	0.0
Rib_hydrolayse	0.0
Fe_hyd_SSU	0.0
GerE	0.0
phero	0.0
cpn60_TCP1	0.0
ModA	0.0
EF1BD	0.0
TRANSTHYRETIN	0.0
PAS	0.0
arrestin_C	0.0
Dala_Dala_ligas_C	0.0
PAC	0.0
DNA_pol3_beta	0.0
MurB_C	0.0
ghf7	0.0
ghf5	0.0
fer4	0.0
cpn10	0.0
SRP54M	0.0
cNMP	0.0
DUF28	0.0
phs	0.0
ghf34	0.0
FA58C	0.0
slectin	0.0
Band_41_N	0.0
DUF101	0.0
G6PD_NC	0.0
AlaDh_PNT	0.0
GSH_synthase	0.0
FAA_hydrolase	0.0
DNA_ligase_N	0.0
Dehydratase_MU	0.0
Urease_beta	0.0
il8	0.0
SKI	0.0
Dala_Dala_ligas_N	0.0
aat	0.0
Yers_vir_YopE	0.0
MIF4G	0.0
Dwarfin	0.0
G6PD_C	0.0
Ran_BP1	0.0
GEL	0.0
MM_CoA_mutase_N	0.0
lipocalin	0.0
kex	0.0
Ribosomal_L22	0.0
ung	0.0
PGM_PMM_I	0.0
dutpase	0.0
uce	0.0
AAA	0.0
Phage_lysozyme	0.0
TNFR_c6	0.0
WHEP-TRS	0.0
int	0.0
S-AdoMet_syntD2	0.0
Colicin	0.0
E2_C	0.0
arrestin	0.0
C2	0.0
P	0.0
Ribosomal_L6_D	0.0
Ribosomal_L6	0.0
Ribosomal_L2	0.0
DNA_gyraseB_N2	0.0
PMSR	0.0
NMT	0.0
MutS_C	0.0
Ribosomal_L2_C	0.0
MutS_N	0.0
Ribosomal_L2_N	0.0
kunitz	0.0
tcl1_mtcp1	0.0
adk	0.0
ADP_PFK_GK	0.0
Flavin_Reduct	0.0
toxin_2	0.0
igps	0.0
COX2	0.0
COX3	0.0
PCNA	0.0
GFO_IDH_MocA_C	0.0
ATP-synt_DE_N	0.0
gag_p17	0.0
Ham1p_like	0.0
SRP54	0.0
ccH	0.0
Lum_binding	0.0
capsid_n	0.0
Terpene_synth_N	0.0
capsid_c	0.0
icd	0.0
Rho_GDI	0.0
Frataxin_Cyay	0.0
AlaDh_PNT_D2	0.0
Pyridox_oxidase	0.0
AlaDh_PNT_D1	0.0
TIR	0.0
Sec1	0.0
Sec7	0.0
rnr	0.0
TmpK	0.0
CoA_trans	0.0
pili_assembly	0.0
Alpha_adaptin_C	0.0
TrkA-N	0.0
ferritin	0.0
GFP	0.0
serbact	0.0
PPTA	0.0
aminotran_4	0.0
dTDP_sugar_isom	0.0
Nitroreductase	0.0
Tymo_coat	0.0
CC4	0.0
UBX	0.0
Binary_toxA	0.0
FAD_binding_5	0.0
Peptidase_S9	0.0
Ald_Xan_dh_2	0.0
DEP	0.0
Orn_DAP_Arg_deC	0.0
formyl_transf	0.0
tyrosinase	0.0
Cytochrome_C1	0.0
NHase_alpha	0.0
OTCace	0.0
rasgap	0.0
ghf28	0.0
CMAS	0.0
RuBisCO_large	0.0
Egg_lysin	0.0
aadh	0.0
CBD_6	0.0
trp_syntA	0.0
MYSc	0.0
G6PD	0.0
biotin_lipoyl	0.0
LRR	0.0
YgbB	0.0
DHquinase_II	0.0
QRPTase	0.0
ALAD	0.0
Phage_integrase	0.0
WD40	0.0
DNA_mis_repair_NM	0.0
Phage_G	0.0
RRF	0.0
merR	0.0
NHase_beta	0.0
SLT_beta	0.0
phosfruc	0.0
sdr	0.0
DNA_methylase	0.0
ADF	0.0
fer2	0.0
Hpr_kinase	0.0
LysR_substrate	0.0
utg	0.0
LEM	0.0
ligase-CoA_NC	0.0
RNA_pol_A_CTD	0.0
cat3	0.0
C4	0.0
malic	0.0
igV	0.0
Hint	0.0
SCP2	0.0
gln-synt_NC	0.0
rvt	0.0
Ricin_B_lectin	0.0
tRNA-synt_1b	0.0
hpr	0.0
DAO	0.0
tim	0.0
6PGD	0.0
arginase	0.0
Asn_synthase	0.0
ICL	0.0
START	0.0
Cytidylyl_trans	0.0
abhydrolase_2	0.0
Fe-ADH	0.0
dCMP_cyt_deam	0.0
DHBP_synthase	0.0
Usp	0.0
TPK	0.0
NiFeSe_Hases	0.037037037037
thymid_phosphorylase	0.0416666666667
MCR_beta_NC	0.05
ghf14	0.0526315789474
Adenylsucc_synt	0.0526315789474
Parvo_coat2	0.0526315789474
ATP-gua_Ptrans	0.0588235294118
Phage_F	0.0588235294118
NTP_transf_2_N2	0.0588235294118
MCR_gamma	0.0625
Cu_nir	0.0625
PBP_NC	0.0666666666667
tubulin	0.0666666666667
Glyco_transf_6	0.0666666666667
aldedh	0.0666666666667
NTP_transf_2	0.0666666666667
mle	0.0666666666667
DHDPS	0.0666666666667
lipoxygenase	0.0689655172414
PGM_PMM_NC	0.0769230769231
mdd	0.0769230769231
annexin	0.0833333333333
Esterase	0.0833333333333
Trypan_glycop	0.0909090909091
alk_phosphatase	0.0909090909091
eIF6	0.0909090909091
THF_DHG_CYH	0.0909090909091
grs	0.0952380952381
ghf15	0.1
lyase_1	0.1
GP120	0.1
ETF_alpha	0.1
chorismate_bind	0.1
CBM_20	0.1
molybdopterin	0.1
mmp	0.111111111111
fer4_NifH	0.111111111111
recA	0.111111111111
mmo	0.111111111111
xia	0.111111111111
bontoxilysin	0.111111111111
PAX	0.111111111111
SHMT	0.111111111111
PEPCK_ATP	0.111111111111
mofe	0.111111111111
Glu_syn_central	0.117647058824
hexokinase	0.117647058824
mmob	0.117647058824
asp	0.125
Sulfotransfer	0.125
TPR	0.125
bac_lipase	0.125
trfl	0.125
FAD-oxidase_NC	0.125
PK	0.125
cox	0.125
aldosered	0.125
flavbb	0.125
AFOR	0.133333333333
mmoa	0.133333333333
Lyase_8_NC	0.142857142857
Peptidase_S11	0.142857142857
Prismane	0.142857142857
tRNA-synt_1	0.142857142857
Zn_dep_PLPC	0.142857142857
biopterin_H	0.142857142857
CUB	0.142857142857
UCR_14kD	0.142857142857
malt_amylase_NC	0.153846153846
ATP-synt	0.153846153846
MutS_NC	0.153846153846
PA_phosphatase	0.153846153846
Amidase	0.166666666667
mcp2	0.166666666667
RNase_U2	0.166666666667
MCR_alpha_N	0.166666666667
Pertussis_S2S3_NC	0.166666666667
ENTH	0.166666666667
proteasome	0.166666666667
Cu_bind_like	0.166666666667
vprotease	0.166666666667
ku	0.166666666667
Rhodanese	0.166666666667
Acetyltransf2	0.166666666667
ARM	0.166666666667
voltage_CLC	0.166666666667
IMPDH	0.166666666667
svmp	0.166666666667
ATP-sulfurylase	0.176470588235
CODH	0.181818181818
pgk	0.181818181818
tln	0.181818181818
helicase_NC	0.181818181818
CoA_binding	0.2
recA_N	0.2
bv	0.2
ndk	0.2
tRNA-synt_1d_M	0.2
IFN-gamma	0.2
IMS	0.2
DHOdehase	0.2
citrate_synt	0.2
tRNA-synt_1d_C	0.2
Ribosomal_S30AE	0.2
ghf6	0.2
fabp	0.2
CCP_MauG_C	0.2
ANK	0.2
CBD_3	0.2
Sec23_NC	0.2
CASc	0.2
oat	0.2
reductases	0.2
cbp	0.2
ppase	0.214285714286
XPG_NC	0.222222222222
KISc	0.222222222222
tRNA-synt_1d	0.222222222222
CPS	0.25
hemery	0.25
Syntaxin	0.25
GFO_IDH_MocA_NC	0.25
ERM	0.25
hormone_rec	0.25
MIF	0.25
EPSP_syntase	0.25
RuvA	0.25
transketolase_C	0.25
Glyco_transf_28	0.25
ghf9	0.25
APC10	0.25
pdc	0.25
Exonuclease	0.25
HTH_AraC	0.25
DNA_photolyase	0.25
ngf	0.25
Lyase_8_N	0.25
FAD_binding_4	0.25
Pertussis_S2S3_N	0.25
MATH	0.25
dhfr	0.25
MHC_II_beta_NC	0.25
Alpha_adaptinC12	0.25
ins	0.25
DEAD	0.266666666667
Glyco_hydro_48	0.269230769231
Peptidase_M16	0.272727272727
Terpene_synth_C	0.272727272727
Cu_amine_oxid	0.285714285714
Aldolase_II	0.285714285714
PHBH	0.285714285714
Glyco_hydro_47	0.285714285714
Bac_rhodopsin	0.285714285714
serpin	0.285714285714
Peptidase_M10A	0.296296296296
SpoU_methylase_C	0.3
F_bP_aldolase	0.3
Endonuclease_3	0.3
SAM_decarbox	0.3
gln-synt	0.3
psaA_psaB	0.307692307692
GATase_2	0.307692307692
RNA_pol_A_bac	0.333333333333
LuxS	0.333333333333
