family	coverage
all	0.184036
median	0.100000
mean	0.179396
std	0.209729
igC2	0.0
Transglutamin_N	0.0
Cytochrome_C1_C	0.0
SpoU_methylase_N	0.0
GLA	0.0
S1	0.0
EGF_Lam	0.0
Isochorismatase	0.0
myb_DNA-binding	0.0
Glyco_transf_8	0.0
Ribosomal_L2_C	0.0
UreE	0.0
biotin_lipoyl	0.0
Cys-protease-3C	0.0
LBP_BPI_CETP	0.0
Asp_Glu_race_D	0.0
LIM	0.0
mutT	0.0
SAP	0.0
pcd	0.0
lh2	0.0
SUI1	0.0
GAF	0.0
FN2	0.0
Rotamase	0.0
PKD	0.0
Ribosomal_S5_N	0.0
cbm12	0.0
Glyco_hydro_20b	0.0
DEFSN	0.0
KH	0.0
isoamylase_N	0.0
hr	0.0
Arthro_defensin	0.0
WW	0.0
HMG_box	0.0
sh3	0.0
BRCT	0.0
DEATH	0.0
VAT-Nn	0.0
DNA_ligase_C	0.0
internalin	0.0
PH	0.0
ets	0.0
igV	0.0
Yers_vir_YopE	0.0
GAL4	0.0
TNFR_c6	0.0
E2_N	0.0
C1	0.0
squash	0.0
toxin_2	0.0
igps	0.0
Glyco_hydro_2_N	0.0
SAM_PNT	0.0
TIR	0.0
UBX	0.0
Cyclotide	0.0
Mur_ligase_C	0.0
Glyco_hydro_18_D2	0.0
PDGF	0.0
Ribosomal_L18p	0.0
CAP_GLY	0.0
SCP	0.0
PBP	0.0
Fimbrial	0.0
TFIIS	0.0
Furin-like	0.0
Peptidase_S24	0.0
ACT	0.0
RING	0.0
Rhodanese	0.0
linker_histone	0.0
rvt	0.0
UPF0033	0.0
pilin	0.0
PARATHYROID	0.0
DNA_methylase	0.00961538461538
Anperoxidase	0.0102040816327
PHBH	0.0125
EFTU_C	0.0131578947368
Cu_bind_like	0.0144927536232
cNMP	0.0149253731343
TonB_dep_Rec	0.015625
DNA_polymeraseX	0.015873015873
alpha-amylase_NC	0.015873015873
TrpBP	0.016393442623
Binary_toxA	0.016393442623
Rho_GDI	0.016393442623
VHS	0.0169491525424
hemocyan	0.0179211469534
Inos-1-P_synth	0.0181818181818
rnr	0.0194805194805
transketolase	0.0196078431373
Ribosomal_L6_D	0.02
vprotease	0.02
Ribosomal_L30	0.0204081632653
prenyltrans	0.0208333333333
Cys_knot	0.0208333333333
Ham1p_like	0.0217391304348
GATase	0.0222222222222
Topoisomerase_I_core	0.0227272727273
dpb	0.0227272727273
prt	0.0238095238095
Ran_BP1	0.0246913580247
trans_reg_C	0.025641025641
APC10	0.025641025641
sdr	0.0261437908497
B	0.0263157894737
thiolase	0.027027027027
fibrinogen_C	0.0275229357798
blmb	0.0277777777778
5_3_exonuclease	0.0277777777778
WD40	0.0285714285714
Usp	0.0294117647059
ghf15	0.0299401197605
Cytochrome_C1_N	0.03
flavbb	0.0301507537688
PCI_1	0.030303030303
CoA_binding	0.0309278350515
MurB_C	0.03125
Band_41_N	0.03125
DNA_mis_repair_NM	0.03125
piplc	0.031914893617
GFO_IDH_MocA	0.0322580645161
Cu-oxidase	0.0322580645161
RNA_pol_A_CTD	0.0322580645161
Lyase_8_NC	0.0325581395349
fer4	0.0333333333333
PEPCK_ATP	0.0335820895522
lta	0.0338983050847
Ribosomal_L2	0.0338983050847
cat	0.0343915343915
Cytochrome_C1	0.0344827586207
DSPc	0.0344827586207
SpoU_methylase_C	0.0357142857143
Orbi_VP7	0.0357142857143
Transglutamin_C	0.0357142857143
Ribosomal_L22	0.0357142857143
SRP19	0.0357142857143
bv	0.0361445783133
isoamylase_NC	0.0361445783133
F_bP_aldolase	0.0361445783133
transket_pyr	0.0365853658537
PBP_GOBP	0.037037037037
ghf6	0.037037037037
PMSR	0.037037037037
Lyase_8_N	0.0373134328358
DNA_gyraseB_N2	0.0376569037657
EFTU_2	0.0377358490566
AP_endonucleas1	0.0377358490566
PGI	0.0380952380952
Phage_F	0.0382513661202
IRF	0.0384615384615
Ribosomal_L2_N	0.0384615384615
Hint	0.0384615384615
