family	coverage
all	0.388770
median	0.153846
mean	0.264161
std	0.295847
Sua5_yciO_yrdC	0.0
Anperoxidase	0.0
CPS	0.0
ghf46	0.0
igC2	0.0
PBP_GOBP	0.0
Ribosomal_L7Ae	0.0
DNA_polymeraseX	0.0
DUF101	0.0
Topoisomerase_I_core	0.0
GA	0.0
CoA_binding	0.0
GATA	0.0
Lyase_8_C	0.0
Ribosomal_L5_NC	0.0
Uricase	0.0
Transglutamin_N	0.0
Cytochrome_C1_N	0.0
tryp_alpha_amyl	0.0
ghf6	0.0
Cytochrome_C1_C	0.0
Syntaxin	0.0
kunitz	0.0
Peptidase_M17_N	0.0
sialidase_N	0.0
His_biosynth	0.0
SpoU_methylase_C	0.0
EGF_Lam	0.0
DNA_mis_repair_M	0.0
Isochorismatase	0.0
GGL	0.0
envelope	0.0
EFTU_2	0.0
Staphylokinase	0.0
Sm	0.0
Lyase_8_N	0.0
TBCA	0.0
myb_DNA-binding	0.0
DNA_ligase	0.0
Glyco_transf_8	0.0
Ribosomal_L2_C	0.0
UreE	0.0
taf	0.0
biotin_lipoyl	0.0
Cys-protease-3C	0.0
ERM	0.0
RNA_pol_K	0.0
LBP_BPI_CETP	0.0
ModE_C	0.0
HIT	0.0
VAT-N	0.0
Asp_Glu_race_D	0.0
Arg_repressor_N	0.0
dsrm	0.0
SAICAR_synt	0.0
SSB	0.0
mutT	0.0
pcd	0.0
lh2	0.0
S_T_dehydratase	0.0
DAHP_synth_1	0.0
GAF	0.0
GHMP_kinases_N	0.0
FN2	0.0
Flavin_Reduct	0.0
STAS	0.0
SNAP-25	0.0
Ribosomal_L30	0.0
DeoC	0.0
HMA	0.0
Glyco_hydro_2	0.0
isoamylase_NC	0.0
Ribosomal_S5_N	0.0
MMOB	0.0
Ham1p_like	0.0
e3	0.0
MGS	0.0
ISP	0.0
LIF_OSM	0.0
cbm12	0.0
NHase_beta	0.0
Glyco_hydro_20b	0.0
SET	0.0
RhoGEF	0.0
Amidase_2	0.0
trans_reg_C	0.0
transketolase	0.0
B	0.0
