family	coverage
all	0.223165
median	0.207754
mean	0.249859
std	0.175069
Cytochrome_C1_C	0.0
myb_DNA-binding	0.0
END	0.0
DEFSN	0.0
isoamylase_N	0.0
GAL4	0.0
C1	0.0
squash	0.0
Cyclotide	0.0
Glyco_hydro_18_D2	0.0
EFTU_C	0.0238095238095
CoA_binding	0.0275229357798
LEM	0.03125
TrpBP	0.0322580645161
taf	0.0350877192982
COX2	0.0362694300518
PAH	0.037037037037
CBD_3	0.0373134328358
lta	0.0388888888889
cks	0.0392156862745
EFTU_2	0.0405405405405
WD40	0.0412844036697
Rho_GDI	0.0431034482759
Esterase	0.043137254902
biopterin_H	0.043321299639
SAM_PNT	0.0434782608696
ung	0.0445544554455
Ribosomal_L2_N	0.0454545454545
Ribosomal_L14	0.0454545454545
DNA_methylase	0.0456852791878
utg	0.0461538461538
Cytochrome_C1	0.046875
cyclo	0.0469798657718
TPK_B1_binding	0.047619047619
Cytochrome_C1_N	0.047619047619
Ribosomal_L6_D	0.0491803278689
Filamin	0.05
PGM_PMM_I	0.0503597122302
aminotran_4	0.0504587155963
Phage_F	0.0505050505051
Cu_nir	0.0526315789474
cat	0.052752293578
trans_reg_C	0.0545454545455
Pro_CA	0.0550458715596
ChtBD	0.0555555555556
Ricin_B_lectin	0.0557939914163
Orbi_VP7	0.0560747663551
PDZ	0.0561797752809
protg	0.0576923076923
Ribosomal_L30	0.0588235294118
A2M_B	0.0595238095238
flavbb	0.059649122807
LRR	0.0597345132743
igcon	0.0606060606061
CBM_20	0.0606060606061
kunitz	0.0612244897959
Orn_Arg_deC_NC	0.061919504644
Urease_beta	0.0625
SLT_beta	0.0625
tbpc	0.0628571428571
Hint	0.0631578947368
E2_C	0.0634920634921
MHC_II_alpha_NC	0.0635838150289
int	0.064
GP120	0.0657439446367
Cu_bind_like	0.0657894736842
Glyco_transf_6	0.0660792951542
SNAP-25	0.0666666666667
Ribosomal_S5	0.0666666666667
UCR_14kD	0.0674157303371
PGM_PMM_NC	0.0677200902935
Ribosomal_L6	0.0677966101695
PMSR	0.06875
rvt	0.0694444444444
B	0.0697674418605
MCR_alpha	0.0697674418605
Ribosomal_L2	0.0707070707071
EGF_Lam	0.0714285714286
gln-synt_N	0.0714285714286
DNA_gyraseB_N2	0.0716510903427
PEPCK_ATP	0.0719602977667
Sulfotransfer	0.0732984293194
C4	0.0746268656716
adeno_fiber	0.0746268656716
Antifreeze	0.0754716981132
proteasome	0.0756756756757
C1q	0.0760869565217
TRANSTHYRETIN	0.0761904761905
FA58C	0.0769230769231
ccH	0.0769230769231
TIL	0.0769230769231
NMT	0.0776397515528
NiFeSe_Hases	0.0779467680608
PA_phosphatase	0.0779661016949
asp	0.0783582089552
KH	0.078431372549
fibrinogen_C	0.0793650793651
FTR	0.08
PGM_PMM_III	0.08
slectin	0.0803571428571
hr	0.0810810810811
P	0.0810810810811
Ribosomal_S5_N	0.0816326530612
CUB	0.0816326530612
svmp	0.0816326530612
mofe	0.0818181818182
fer2	0.0821917808219
Orn_DAP_Arg_deC	0.0827067669173
MCR_beta_N	0.0828402366864
MoCF_biosynth	0.0833333333333
grs	0.0835117773019
mmoa	0.0840163934426
Egg_lysin	0.0841121495327
Band_41_N	0.0845070422535
gln-synt_NC	0.0848329048843
CODH	0.0857142857143
RNase_U2	0.0859375
Adenylsucc_synt	0.0859950859951
CCP_MauG	0.0860215053763
UPP_synthetase	0.0862068965517
CH	0.0869565217391
porin	0.0880281690141
capsid_c	0.0892857142857
Parvo_coat2	0.0893617021277
molybdopterin	0.0902872777018
URO-D	0.0909090909091
GFP	0.0909090909091
CMAS	0.0912698412698
ATP-synt_DE_N	0.0923076923077
NO_synthase	0.0923694779116
igV	0.0925925925926
MCR_beta_NC	0.0926365795724
aadh	0.0926966292135
SAICAR_synt	0.0927835051546
phosfruc	0.0935483870968
DNA_pol_B_exo	0.0938628158845
Cu_amine_oxid	0.0938864628821
mmob	0.0941828254848
TrkA-N	0.0943396226415
sdr	0.0945273631841
Topoisomerase_I	0.0952380952381
FAD_binding_4	0.0952380952381
FAD-oxidase_NC	0.0953488372093
BChl_A	0.0955414012739
transket_pyr	0.096
galpha	0.0967741935484
PK	0.0967741935484
Seedstore_7s	0.0968992248062
Cys_Met_Meta_PP	0.0974842767296
UreE	0.0975609756098
LBP_BPI_CETP	0.0975609756098
HCV_NS3	0.0977011494253
malic_N	0.0984455958549
hpr	0.0987654320988
voltage_CLC	0.0988235294118
PAS	0.0990099009901
Cohesin	0.099173553719
transketolase_PC	0.0992063492063
cpn60_TCP1	0.0992907801418
ISP	0.1
Arthro_defensin	0.1
Tymo_coat	0.10071942446
PGM_PMM_II	0.101123595506
ghf34	0.10119047619
PBP_NC	0.101293103448
SHMT	0.101449275362
Inos-1-P_synth	0.10152284264
dhfr	0.101694915254
NTP_transf_2_N2	0.10182767624
COX3	0.101851851852
CCP_MauG_NC	0.101941747573
cytc	0.102040816327
KISc	0.102272727273
plantltp	0.102564102564
fer4	0.102564102564
Dala_Dala_ligas_C	0.10303030303
cNMP	0.103448275862
DNA_ligase_C	0.103448275862
CBD_6	0.103448275862
WH1	0.103896103896
NTP_transf_2	0.104430379747
HATPase_c	0.104938271605
PCI_1	0.105263157895
ngf	0.105263157895
neur_chan_memb	0.105263157895
Ald_Xan_dh_2	0.106159895151
nir	0.106471816284
ligase-CoA_NC	0.10650887574
Bac_rhodopsin	0.106741573034
LDLa	0.107142857143
ghf14	0.107296137339
PKD	0.108108108108
ribonuclease_T2	0.108695652174
igI	0.109090909091
ALAD	0.10970464135
Pertussis_S2S3_N	0.109756097561
transketolase	0.110497237569
GATA	0.111111111111
tetR	0.111111111111
TFIIS	0.111111111111
Prismane	0.111344537815
gpr	0.111940298507
Peptidase_M16	0.112462006079
hormone_rec	0.112582781457
aldosered	0.112956810631
PBP_GOBP	0.11320754717
aakinase	0.11328125
igvar-l	0.113402061856
COX1	0.114035087719
lyase_1	0.114427860697
flav	0.115384615385
mmo	0.115384615385
Lipoprotein_4	0.115384615385
malic	0.115839243499
AP_endonuc_2	0.116071428571
IMS	0.11801242236
Dwarfin	0.118055555556
MYSc	0.118217054264
Glyco_hydro_18	0.118518518519
ghf15	0.11875
Glu_syn_central	0.118902439024
hexokinase	0.118932038835
6PGD	0.119480519481
MHC_II_beta_NC	0.119496855346
serbact	0.119718309859
bromodomain	0.12037037037
apbact	0.120805369128
malt_amylase_NC	0.120901639344
mle	0.121301775148
Cucumo_coat	0.121495327103
cox	0.121621621622
SLT	0.121621621622
ech	0.12315270936
PAX	0.123287671233
MHC_II_C	0.123595505618
gdh	0.124
GATase_2	0.124600638978
Fe_dep_repress	0.125
urease	0.125
VPR	0.125
MIF	0.125
FN2	0.125
hemocyan	0.125
MCR_alpha_N	0.125
ANK	0.125
GATase	0.126050420168
Transaldolase	0.12676056338
ATP-synt	0.126801152738
Transglutamin_NC	0.127201565558
ACBP	0.127272727273
ghf7	0.12734082397
tln	0.127450980392
ndk	0.127819548872
reductases	0.12865497076
Lyase_8_N	0.128888888889
Fe_hyd_lg_C	0.129032258065
tms	0.129707112971
Recep_L_domain	0.12987012987
glnasn	0.129963898917
Cu-oxidase	0.13
ARM	0.130081300813
ETF_alpha	0.130268199234
MutS_D2	0.130434782609
ins	0.130434782609
recA	0.131386861314
lipoxygenase	0.131468531469
PAP2	0.131868131868
Ran_BP1	0.132075471698
hormone	0.132231404959
