#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
0	5052	0	0	20	0	0	1	0	68	2	0	100	2	1	54	2	14	0	1	1	310	673	0	2	1153	0	0	1	235	0	24	11	0	0	2	0	3	1	1713	1
1	0	30566	3986	0	18	4	0	137	0	3	278	0	1	58	2	6	0	73	36	1	0	0	1	1	0	1	1	4	0	0	1	0	6204	1	2	3	1	2	0	14
2	0	0	4990	0	3	0	0	36	0	0	787	0	1	73	0	3	0	128	36	1	0	0	0	4	0	1	2	5	0	0	0	0	544	1	6	6	0	3	0	20
3	0	0	0	3538	0	2	4	1	84	292	1	7	11	1	4	3	34	2	7	3	90	842	0	17	11	0	0	2	9	0	483	118	1	0	0	0	10	1	477	1
4	0	0	0	0	3801	463	4	42	1	4	4	2	14	0	2	15	1	1	5	0	0	0	3	0	0	6	8	25	0	318	1	1	8	37	1	20	0	0	0	1
5	0	0	0	0	0	2232	1	4	0	1	1	7	176	2	9	8	4	1	6	0	4	0	2	2	0	1	3	305	1	172	5	13	6	37	1	1	3	1	1	1
6	0	0	0	0	0	0	1826	0	9	15	0	2	22	3	2	285	45	1	0	216	0	0	148	1	0	6	5	2	3	21	8	1	2	15	4	4	190	33	0	2
7	0	0	0	0	0	0	0	2879	0	2	11	0	1	1	0	12	0	115	13	0	0	0	6	2	0	33	0	1	0	8	0	0	594	1	5	82	0	2	0	14
8	0	0	0	0	0	0	0	0	1707	204	1	65	1	3	10	17	14	1	2	65	11	314	0	21	8	0	0	0	17	0	7	6	0	0	2	0	359	14	66	6
9	0	0	0	0	0	0	0	0	0	2320	3	1	11	3	10	390	7	9	6	5	6	119	4	24	0	1	0	3	2	2	4	15	2	6	10	1	349	3	3	1
10	0	0	0	0	0	0	0	0	0	0	1899	0	0	181	2	1	0	69	265	0	1	0	0	22	0	0	0	4	0	0	2	1	88	2	8	1	0	5	1	8
11	0	0	0	0	0	0	0	0	0	0	0	794	45	7	119	1	21	2	3	7	36	30	1	27	18	0	0	46	25	1	11	107	0	2	1	0	6	2	20	0
12	0	0	0	0	0	0	0	0	0	0	0	0	2271	1	114	8	70	3	4	3	4	1	0	1	1	0	5	162	16	29	7	277	2	135	4	11	1	3	3	1
13	0	0	0	0	0	0	0	0	0	0	0	0	0	954	1	3	0	130	18	9	6	0	0	44	0	0	0	1	0	0	1	0	13	0	22	0	3	54	0	277
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1743	6	10	0	1	5	261	44	1	0	5	1	0	14	145	0	4	13	0	261	7	2	3	1	12	1
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2015	4	21	4	16	0	0	43	5	0	34	0	0	1	24	0	2	1	16	13	17	283	8	3	5
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2296	0	1	118	74	7	1	1	108	1	4	4	104	0	624	78	0	4	3	1	15	9	36	1
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1579	9	2	0	0	6	43	1	3	0	0	0	0	1	1	79	4	182	86	2	3	0	271
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418	0	2	0	0	74	0	0	0	130	1	2	5	47	36	1	0	0	0	1	1	1
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2913	19	4	18	5	4	1	2	1	68	0	12	0	1	7	54	1	280	229	4	8
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2762	161	0	5	520	0	0	1	273	0	373	3	0	1	4	0	1	14	399	1
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4423	0	0	36	0	0	1	8	0	33	5	0	0	0	0	11	0	1422	1
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1616	0	0	215	15	0	0	9	1	0	1	9	10	6	3	71	0	5
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	1	1	0	7	7	1	4	40	1	3	10	3	5	11	1	37
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3551	0	0	0	509	0	187	6	0	0	0	0	0	0	927	0
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1392	16	0	0	20	0	0	0	4	0	29	1	0	0	0
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	1	0	80	0	2	0	1	0	0	0	0	0	0
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1650	0	6	0	146	0	7	0	2	0	2	4	1
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1907	0	16	21	0	17	7	0	5	4	17	5
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092	0	2	1	4	4	9	3	0	0	0
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3383	61	0	0	1	0	4	1	271	0
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2532	2	0	2	0	1	0	8	1
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8690	2	3	7	0	2	0	9
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1807	30	51	0	3	0	1
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1279	90	2	125	0	190
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	1	0	2
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1722	32	1	5
37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1130	3	131
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5697	1
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1276
