#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69
0	28797	478	61	22	14	19	25	20	81	28	1	12	13	36	20	80	31	1	31	21	484	14	15	26	20	43	15	711	293	11	13	10	17	8	44	56	11	29	3	720	2	4	12	4	404	1712	26	17	153	14	62	8	21	11	80	7	112	10	11	12	31	17	12	22	41	26	5	11	10	7
1	0	803	16	1	0	1	0	0	3	0	0	0	0	4	14	4	2	2	0	4	10	2	0	7	2	1	0	53	9	1	0	3	0	0	10	3	0	2	2	30	1	1	2	0	48	17	0	1	29	1	3	1	0	1	12	2	105	0	2	1	1	1	1	1	17	4	1	1	1	0
2	0	0	1605	6	0	2	2	0	1	1	8	4	4	3	20	1	117	0	4	1	2	0	1	6	10	2	14	4	0	0	0	0	4	33	290	4	3	2	4	1	1	3	2	1	4	4	1	1	19	5	3	22	2	1	4	1	20	8	2	1	7	9	0	4	4	3	3	7	16	1
3	0	0	0	1635	1	1	3	1	12	87	12	15	1	2	0	3	1	3	2	64	4	3	3	95	3	5	2	1	1	0	2	0	3	3	1	42	10	2	1	3	2	3	60	2	1	3	2	4	5	3	4	1	16	1	1	0	2	9	9	1	4	9	3	5	0	1	13	2	10	6
4	0	0	0	0	452	16	32	0	2	0	0	5	3	3	9	0	2	13	5	4	0	24	10	4	20	1	5	1	0	35	1	18	27	7	13	3	1	5	43	3	6	2	2	4	1	2	2	32	1	73	4	2	2	21	1	14	5	0	14	4	18	16	9	9	13	0	8	2	0	2
5	0	0	0	0	0	2801	333	2	3	4	0	6	2	1	1	0	3	2	161	3	3	11	244	2	14	1	1	2	5	34	20	63	169	8	1	3	4	11	3	0	5	3	3	5	4	4	270	18	2	4	4	0	2	12	0	29	4	1	151	197	9	19	93	9	2	4	2	1	4	2
6	0	0	0	0	0	0	2805	4	1	0	2	1	1	5	1	0	1	2	656	0	0	13	29	0	13	1	0	4	0	114	10	54	87	3	3	1	3	6	9	0	5	1	3	1	1	4	465	4	1	6	1	0	0	28	0	8	3	0	65	179	7	8	38	7	5	0	4	3	1	2
7	0	0	0	0	0	0	0	481	5	14	0	4	17	5	3	0	1	2	0	4	4	2	15	5	0	5	27	0	48	0	1	0	0	1	1	1	0	0	0	3	2	13	24	3	0	3	0	6	7	4	4	1	14	1	0	2	3	13	2	0	44	8	0	4	2	36	4	9	22	3
8	0	0	0	0	0	0	0	0	1857	2	2	0	4	2	0	34	3	7	2	6	32	0	2	2	7	89	0	6	7	0	1	1	1	1	4	47	0	0	1	5	1	2	1	1	2	46	2	1	3	2	80	0	3	2	3	0	3	5	0	3	17	3	1	5	1	5	10	0	1	1
9	0	0	0	0	0	0	0	0	0	849	6	11	1	0	1	1	2	0	3	25	1	0	6	11	9	2	5	4	2	0	0	0	3	0	1	3	4	0	1	24	6	12	35	1	1	4	0	8	4	2	5	21	75	3	0	0	0	5	5	1	16	6	13	49	0	1	4	19	1	3
10	0	0	0	0	0	0	0	0	0	0	298	14	2	0	1	3	17	7	1	4	1	0	1	27	2	0	3	3	0	0	38	0	1	3	2	1	1	0	0	0	3	3	21	6	0	2	0	6	8	1	1	11	12	1	2	0	7	13	7	2	3	19	2	8	1	0	1	8	6	8
11	0	0	0	0	0	0	0	0	0	0	0	1433	3	11	0	0	1	0	5	11	1	9	13	12	131	4	14	1	2	3	5	2	26	5	3	8	2	1	2	0	101	7	30	6	0	2	3	11	2	10	2	1	3	29	0	10	4	55	17	2	86	157	2	11	0	31	155	11	1	47
12	0	0	0	0	0	0	0	0	0	0	0	0	308	55	15	0	12	2	0	16	2	0	7	1	6	1	13	1	5	0	1	3	2	2	8	1	6	0	2	2	1	1	6	0	2	4	0	12	2	4	1	2	2	0	1	2	6	6	1	0	4	1	3	3	31	5	7	0	48	0
13	0	0	0	0	0	0	0	0	0	0	0	0	0	1567	19	3	2	6	9	10	3	8	3	2	13	2	62	1	7	8	1	5	24	5	13	6	1	3	3	0	0	0	1	0	4	2	8	6	6	4	0	0	1	33	1	19	4	2	2	4	6	5	1	1	137	189	32	2	9	3
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	1	53	0	1	1	5	0	2	0	0	2	4	3	5	1	2	0	8	20	64	0	0	0	5	0	0	1	2	1	57	3	2	3	4	2	3	0	0	0	1	0	8	2	3	2	2	5	0	0	35	4	1	1	2	1
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	1	0	0	4	36	0	1	1	1	15	1	6	10	0	0	3	0	0	1	16	0	1	1	3	0	0	0	0	4	127	0	1	4	0	27	2	0	1	31	0	3	0	0	0	4	2	2	3	2	2	0	0	4	0
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1303	4	2	5	4	1	4	3	6	0	10	0	0	0	10	0	4	17	29	1	0	0	6	0	0	0	6	3	5	3	1	2	25	23	4	28	4	1	2	0	15	2	0	1	10	10	2	6	1	4	1	3	17	1
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	2	3	1	2	1	3	2	12	2	1	1	1	19	1	2	18	5	12	8	9	7	0	0	0	2	0	0	1	1	11	10	5	22	2	0	5	2	3	12	1	3	0	4	1	4	1	6	1	10	1	3	0
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6929	1	5	176	11	4	26	4	0	0	0	294	4	33	158	9	7	5	1	4	12	2	3	4	4	6	0	2	1198	6	4	1	2	0	1	122	0	51	1	5	59	385	12	9	99	4	29	3	10	2	2	3
